N-gram turi;N-gram;Chastota
Unigram;telâş;1
Unigram;sabırsızlıkla;1
Unigram;yaldızlı;1
Unigram;noel;1
Unigram;yortularında;1
Unigram;hediye;1
Unigram;edilen;1
Unigram;kabilinden;1
Unigram;şeylerdi;1
Unigram;anlamadığım;1
Unigram;sebeple;1
Unigram;eğlenmek;1
Unigram;istemiş;1
Unigram;zahmet;1
Unigram;ettiyse;1
Unigram;ders;1
Unigram;sırası;1
Unigram;gelmiş;1
Unigram;boyalı;1
Unigram;uymıyacak;1
Unigram;ciddiyetle;1
Unigram;hediyelerin;1
Unigram;teşekkür;1
Unigram;müsaade;1
Unigram;ederseniz;1
Unigram;römark;1
Unigram;haliniz;1
Unigram;ağırbaşlılığınızla;1
Unigram;benzerdiniz;1
Unigram;maşallah;1
Unigram;seneden;1
Unigram;seneye;1
Unigram;büyüyor;1
Unigram;roman;1
Unigram;kahramanlarına;1
Unigram;oluyorsunuz;1
Unigram;yerimde;1
Unigram;sayıyorum;1
Unigram;açtı;1
Unigram;pardon;1
Unigram;büyüyorsunuz;1
Unigram;bibliyotek;1
Unigram;roz;1
Unigram;okuyacak;1
Unigram;kalıyorum;1
Unigram;göre;1
Unigram;yaşına;1
Unigram;girmiş;1
Unigram;muamelesine;1
Unigram;lâyık;1
Unigram;görülmüyorum;1
Unigram;anlayışsızlığa;1
Unigram;jest;1
Unigram;büktüm;1
Unigram;anlamamıştım;1
Unigram;yaptığıma;1
Unigram;kaçamak;1
Unigram;arıyordum;1
Unigram;kutunun;1
Unigram;iğildi;1
Unigram;muamele;1
Unigram;ağzınızdan;1
Unigram;bahtiyar;1
Unigram;af;1
Unigram;dilemeğe;1
Unigram;görmiyeceğim;1
Unigram;etmiştir;1
Unigram;şakadan;1
Unigram;maksat;1
Unigram;getirmek;1
Unigram;demin;1
Unigram;bahsettiğiniz;1
Unigram;romanlardan;1
Unigram;secebilirdim;1
Unigram;alaydı;1
Unigram;karşımda;1
Unigram;konuşması;1
Unigram;hoşuma;1
Unigram;mecbur;1
Unigram;dua;1
Unigram;vaziyetinde;1
Unigram;dalgın;1
Unigram;hayranlık;1
Unigram;oynuyordum;1
Unigram;bitirince;1
Unigram;düşen;1
Unigram;sikeliyerek;1
Unigram;söylediğinizi;1
Unigram;dinliyemedim;1
Unigram;barıştık;1
Unigram;dinlenilmediğini;1
Unigram;zannetmesine;1
Unigram;canı;1
Unigram;sıkılmıştı;1
Unigram;sezdirmemek;1
Unigram;somurtkanlıkla;1
Unigram;hediyeleri;1
Unigram;makbule;1
Unigram;geçmiyor;1
Unigram;şeylerle;1
Unigram;hatırınızı;1
Unigram;sorarız;1
Unigram;fondanlarımla;1
Unigram;görünüyordum;1
Unigram;mücevher;1
Unigram;mahfazası;1
Unigram;seyreder;1
Unigram;kutuya;1
Unigram;bakıyor;1
Unigram;çıkardığım;1
Unigram;şekerleri;1
Unigram;gazetenin;1
Unigram;sıralıyordum;1
Unigram;söyleniyordum;1
Unigram;yemek;1
Unigram;sanattır;1
Unigram;sanatı;1
Unigram;âcizane;1
Unigram;keşfettim;1
Unigram;sarıyı;1
Unigram;kırmızıdan;1
Unigram;yemekte;1
Unigram;zarar;1
Unigram;görmezsin;1
Unigram;tatlıdır;1
Unigram;nanelidir;1
Unigram;yersem;1
Unigram;sarının;1
Unigram;lezzetine;1
Unigram;şairane;1
Unigram;kokusuna;1
Unigram;ah;1
Unigram;şekerler;1
Unigram;tanesini;1
Unigram;götürdüm;1
Unigram;kuş;1
Unigram;yavrusunu;1
Unigram;sever;1
Unigram;okşuyor;1
Unigram;versene;1
Unigram;nazarla;1
Unigram;yiyeceğim;1
Unigram;açtığımıza;1
Unigram;ettik;1
Unigram;getirdiklerini;1
Unigram;kendin;1
Unigram;yemeğe;1
Unigram;başlarsan;1
Unigram;işimiz;1
Unigram;ver;1
Unigram;demekti;1
Unigram;başkasının;1
Unigram;sürülmüş;1
Unigram;iğrenmemek;1
Unigram;düşünüyorum;1
Unigram;şaşkınlık;1
Unigram;dalgınlık;1
Unigram;saniyesi;1
Unigram;geçirmiş;1
Unigram;parmaklarımdan;1
Unigram;atik;1
Unigram;davrandım;1
Unigram;şekeri;1
Unigram;elçabukluğu;1
Unigram;hünerleriniz;1
Unigram;yeneceğini;1
Unigram;tarif;1
Unigram;edeyim;1
Unigram;kapın;1
Unigram;atarak;1
Unigram;şeker;1
Unigram;eridikçe;1
Unigram;sallıyor;1
Unigram;dilim;1
Unigram;hareketleriyle;1
Unigram;lezzetindeki;1
Unigram;fevkalâdeliği;1
Unigram;anlatıyordum;1
Unigram;şaşkınlıkla;1
Unigram;öğreneceğinizi;1
Unigram;öğrenmiş;1
Unigram;sayılacağınız;1
Unigram;tane;1
Unigram;ikram;1
Unigram;edebilirim;1
Unigram;yarı;1
Unigram;itti;1
Unigram;konuşulacak;1
Unigram;terbiye;1
Unigram;sorduktan;1
Unigram;komplimanlarımı;1
Unigram;gönderdikten;1
Unigram;kutularımı;1
Unigram;koltuğumun;1
Unigram;sıkıştırarak;1
Unigram;hazırlanıyordum;1
Unigram;odada;1
Unigram;kedi;1
Unigram;kabartarak;1
Unigram;levhalarına;1
Unigram;haritalarına;1
Unigram;kapısı;1
Unigram;levhalardan;1
Unigram;düşmesine;1
Unigram;işitmiştim;1
Unigram;aradaki;1
Unigram;camlı;1
Unigram;fare;1
Unigram;tıkırtısından;1
Unigram;farklı;1
Unigram;şöyle;1
Unigram;bakınca;1
Unigram;buzlu;1
Unigram;gölgesi;1
Unigram;derhal;1
Unigram;çakmıştım;1
Unigram;mişeldi;1
Unigram;haritaya;1
Unigram;ihtiyaç;1
Unigram;sörü;1
Unigram;kandırmış;1
Unigram;odadan;1
Unigram;gözetlemeğe;1
Unigram;kaybolmuştu;1
Unigram;anahtar;1
Unigram;deliğinden;1
Unigram;gözetlediğine;1
Unigram;yapan;1
Unigram;bizden;1
Unigram;fevkalâde;1
Unigram;bekliyordu;1
Unigram;etsin;1
Unigram;evdekilere;1
Unigram;selâm;1
Unigram;kapıdan;1
Unigram;çıktığımı;1
Unigram;kollarının;1
Unigram;sıkıştırıp;1
Unigram;karıştırarak;1
Unigram;okudun;1
Unigram;gülecekti;1
Unigram;saniyede;1
Unigram;hınzırlık;1
Unigram;düşündürdü;1
Unigram;oynamağa;1
Unigram;başlamıştık;1
Unigram;sonuna;1
Unigram;edecektik;1
Unigram;arkadaşlarımın;1
Unigram;çoğu;1
Unigram;bilmezdi;1
Unigram;söyliyeceğimiz;1
Unigram;lâfızların;1
Unigram;elverir;1
Unigram;jestler;1
Unigram;sevişen;1
Unigram;insanın;1
Unigram;jestlerine;1
Unigram;benzesin;1
Unigram;az;1
Unigram;unutuyordum;1
Unigram;büyüyen;1
Unigram;öksüzdü;1
Unigram;sualime;1
Unigram;şaşırır;1
Unigram;gitmesini;1
Unigram;istersin;1
Unigram;baktığın;1
Unigram;bakmamak;1
Unigram;sevmediğimi;1
Unigram;kelimesini;1
Unigram;la;1
Unigram;dam;1
Unigram;kamelya;1
Unigram;aktris;1
Unigram;jestiyle;1
Unigram;boynumu;1
Unigram;göğsümün;1
Unigram;yan;1
Unigram;gözle;1
Unigram;biliyorsa;1
Unigram;üçü;1
Unigram;sevgi;1
Unigram;sevda;1
Unigram;tahminimde;1
Unigram;yanılmış;1
Unigram;diksiyonere;1
Unigram;bakabilir;1
Unigram;kelimesinin;1
Unigram;mânası;1
Unigram;bilenden;1
Unigram;öğrenebilirdi;1
Unigram;vaziyeti;1
Unigram;mişele;1
Unigram;idare;1
Unigram;lâzımdı;1
Unigram;politikayı;1
Unigram;becerememiş;1
Unigram;sözlerime;1
Unigram;jestime;1
Unigram;esti;1
Unigram;eserse;1
Unigram;essin;1
Unigram;durulacak;1
Unigram;ateşle;1
Unigram;vadedeceksin;1
Unigram;gider;1
Unigram;gitmez;1
Unigram;küçüğe;1
Unigram;olarakbir;1
Unigram;damur;1
Unigram;torununa;1
Unigram;götürülmek;1
Unigram;gözü;1
Unigram;teslim;1
Unigram;etmeyi;1
Unigram;isterdim;1
Unigram;ceplerimde;1
Unigram;mütalâasında;1
Unigram;uyuklıyan;1
Unigram;söre;1
Unigram;atılmak;1
Unigram;büküp;1
Unigram;hazırladığım;1
Unigram;kâğıt;1
Unigram;parçalarından;1
Unigram;çaresizlik;1
Unigram;iyisini;1
Unigram;ilham;1
Unigram;ellerinden;1
Unigram;atılacak;1
Unigram;tavır;1
Unigram;yanaklarını;1
Unigram;öpeceksin;1
Unigram;vadediyorsun;1
Unigram;kâmranla;1
Unigram;kucak;1
Unigram;kucağa;1
Unigram;gibiydik;1
Unigram;nefeslerimiz;1
Unigram;haberi;1
Unigram;taşkınlığıma;1
Unigram;veremiyor;1
Unigram;şaşırıyordu;1
Unigram;muvaffakiyetle;1
Unigram;oynanıp;1
Unigram;bitmişti;1
Unigram;perde;1
Unigram;kapanabilirdi;1
Unigram;attım;1
Unigram;yetişerek;1
Unigram;boynuma;1
Unigram;sarılacağını;1
Unigram;levhalar;1
Unigram;odasının;1
Unigram;kapısına;1
Unigram;işitemeyince;1
Unigram;aralamaktan;1
Unigram;alamadım;1
Unigram;müzik;1
Unigram;dersi;1
Unigram;gelen;1
Unigram;frer;1
Unigram;kısavye;1
Unigram;ayaklariyle;1
Unigram;iskemlenin;1
Unigram;dolabın;1
Unigram;gözlerinde;1
Unigram;nota;1
Unigram;defterleri;1
Unigram;arıyor;1
Unigram;tüüü;1
Unigram;vehme;1
Unigram;kapılmışım;1
Unigram;etmişim;1
Unigram;humma;1
Unigram;nöbeti;1
Unigram;geçirenler;1
Unigram;yandığını;1
Unigram;sınıfa;1
Unigram;gideceğim;1
Unigram;çeşmenin;1
Unigram;giderek;1
Unigram;musluğu;1
Unigram;uzattım;1
Unigram;yanma;1
Unigram;titreme;1
Unigram;musluğun;1
Unigram;saçlarımdan;1
Unigram;yüzümden;1
Unigram;akarak;1
Unigram;gömleğimin;1
Unigram;süzülürken;1
Unigram;denen;1
Unigram;şeyin;1
Unigram;titretecek;1
Unigram;neydi;1
Unigram;birçok;1
Unigram;defalar;1
Unigram;kapı;1
Unigram;açılışında;1
Unigram;parluvara;1
Unigram;geliyorlarmış;1
Unigram;hopluyorudu;1
Unigram;getirdiği;1
Unigram;kurabiyeler;1
Unigram;pastalarla;1
Unigram;geçindi;1
Unigram;çalışkanlığı;1
Unigram;oburluğu;1
Unigram;meşhur;1
Unigram;arkadaşlarımdan;1
Unigram;mari;1
Unigram;pırlantacıyan;1
Unigram;şekerlerimi;1
Unigram;dişleriyle;1
Unigram;yerken;1
Unigram;gizlemeğe;1
Unigram;muvaffak;1
Unigram;olamadığı;1
Unigram;haset;1
Unigram;hayranlıkla;1
Unigram;flörtünün;1
Unigram;getirmesi;1
Unigram;sevmesi;1
Unigram;bezginlik;1
Unigram;başlıyordu;1
Unigram;geveze;1
Unigram;sükût;1
Unigram;getirilen;1
Unigram;göstermem;1
Unigram;namussuzluk;1
Unigram;defasında;1
Unigram;arkadaşımı;1
Unigram;yoklamağa;1
Unigram;taksim;1
Unigram;bahçesinde;1
Unigram;çalgı;1
Unigram;dinlemek;1
Unigram;istedim;1
Unigram;sebepler;1
Unigram;söylüyordu;1
Unigram;sormamama;1
Unigram;nişantaşında;1
Unigram;arkadaşını;1
Unigram;görmekten;1
Unigram;dönüyorum;1
Unigram;sevdiği;1
Unigram;insandı;1
Unigram;baskın;1
Unigram;adı;1
Unigram;yapar;1
Unigram;evinin;1
Unigram;adresi;1
Unigram;isim;1
Unigram;adres;1
Unigram;düşünemedi;1
Unigram;renkten;1
Unigram;renge;1
Unigram;girerek;1
Unigram;yapacaksın;1
Unigram;atlatmağa;1
Unigram;uğraştı;1
Unigram;sorarım;1
Unigram;dediğim;1
Unigram;ise;1
Unigram;kızardı;1
Unigram;sakın;1
Unigram;anneme;1
Unigram;bahsetme;1
Unigram;görüşmemi;1
Unigram;istemez;1
Unigram;yalvarmağa;1
Unigram;aklı;1
Unigram;sıra;1
Unigram;aldatacak;1
Unigram;ciğerinin;1
Unigram;bilirim;1
Unigram;kalktım;1
Unigram;tutmağa;1
Unigram;çalıştığı;1
Unigram;ceplerime;1
Unigram;baba;1
Unigram;zannediyorsanız;1
Unigram;yanılıyorsunuz;1
Unigram;münasebetsizliğimden;1
Unigram;ortaya;1
Unigram;atıverdim;1
Unigram;geldiyse;1
Unigram;bahane;1
Unigram;uydurdum;1
Unigram;çıkmadım;1
Unigram;getirmekte;1
Unigram;kutuları;1
Unigram;sınıfta;1
Unigram;yırtarak;1
Unigram;içindekilerini;1
Unigram;tanesine;1
Unigram;sürmeden;1
Unigram;yağma;1
Unigram;ettiriyordum;1
Unigram;meydandaydı;1
Unigram;oturuyordu;1
Unigram;geceden;1
Unigram;anlaşmışlardı;1
Unigram;evine;1
Unigram;gidiyor;1
Unigram;uğruyordu;1
Unigram;istedikleri;1
Unigram;ahlâksızlığı;1
Unigram;yapsınlar;1
Unigram;oyuncak;1
Unigram;etmeleri;1
Unigram;gücüme;1
Unigram;vücuduma;1
Unigram;basıyor;1
Unigram;hiddetten;1
Unigram;ağlamamak;1
Unigram;kanatıyordum;1
Unigram;nerimanın;1
Unigram;nerede;1
Unigram;oturduğunu;1
Unigram;evden;1
Unigram;sorup;1
Unigram;öğrenmek;1
Unigram;işten;1
Unigram;kadının;1
Unigram;adını;1
Unigram;almak;1
Unigram;tahammül;1
Unigram;çıktığım;1
Unigram;tatil;1
Unigram;günüydü;1
Unigram;necmiyeye;1
Unigram;nerimandan;1
Unigram;mektup;1
Unigram;aldım;1
Unigram;mesutmuş;1
Unigram;fino;1
Unigram;havuzda;1
Unigram;yıkamak;1
Unigram;çıkıyordum;1
Unigram;işitince;1
Unigram;çömelerek;1
Unigram;kucağımdan;1
Unigram;indirdim;1
Unigram;soramazdım;1
Unigram;kulağıma;1
Unigram;yasak;1
Unigram;kocasından;1
Unigram;görünüyor;1
Unigram;hamam;1
Unigram;kubbesi;1
Unigram;ahmaklığıyle;1
Unigram;kelimelerini;1
Unigram;aynen;1
Unigram;edip;1
Unigram;kapatmaz;1
Unigram;düşmüştü;1
Unigram;evlendiler;1
Unigram;mektubunu;1
Unigram;aldığınız;1
Unigram;haberin;1
Unigram;mühendisle;1
Unigram;evlendi;1
Unigram;kocasiyle;1
Unigram;izmirde;1
Unigram;duasını;1
Unigram;kaparak;1
Unigram;fırladım;1
Unigram;havuza;1
Unigram;gitmiyor;1
Unigram;çitlerin;1
Unigram;kütüklerinin;1
Unigram;üstünden;1
Unigram;koşuyor;1
Unigram;dönüyordum;1
Unigram;hayatta;1
Unigram;teyzeden;1
Unigram;vermemiştir;1
Unigram;tekirdağındadır;1
Unigram;kocası;1
Unigram;eniştemiz;1
Unigram;oralarda;1
Unigram;mutasarrıftır;1
Unigram;isminde;1
Unigram;yaş;1
Unigram;ziyade;1
Unigram;severim;1
Unigram;çirkindir;1
Unigram;batmaz;1
Unigram;aramızdaki;1
Unigram;yaştan;1
Unigram;ibaret;1
Unigram;çocukken;1
Unigram;görmüşümdür;1
Unigram;azalmış;1
Unigram;görür;1
Unigram;çağırırım;1
Unigram;taban;1
Unigram;tabana;1
Unigram;zıddımdır;1
Unigram;yaramazsam;1
Unigram;ağırbaşlıdır;1
Unigram;müstebittir;1
Unigram;istediğini;1
Unigram;yaptıran;1
Unigram;odur;1
Unigram;nasihatlerine;1
Unigram;somurtsam;1
Unigram;arzularına;1
Unigram;kafa;1
Unigram;tutsam;1
Unigram;neticede;1
Unigram;indirmek;1
Unigram;felâketine;1
Unigram;esir;1
Unigram;senede;1
Unigram;teyzelerimde;1
Unigram;kalırdı;1
Unigram;tekirdağından;1
Unigram;yazdığı;1
Unigram;mektupta;1
Unigram;ümidim;1
Unigram;tatilde;1
Unigram;bekliyoruz;1
Unigram;teyzeyiz;1
Unigram;gelmezse;1
Unigram;eniştesi;1
Unigram;darılacağız;1
Unigram;tekirdağını;1
Unigram;dünyanın;1
Unigram;ucu;1
Unigram;görüyorlar;1
Unigram;yıldızlara;1
Unigram;bakar;1
Unigram;büzerek;1
Unigram;diyorlardı;1
Unigram;izniniz;1
Unigram;imkânsız;1
Unigram;kesbi;1
Unigram;şeref;1
Unigram;edeceğim;1
Unigram;arkadaşlar;1
Unigram;tatillerinde;1
Unigram;aileleriyle;1
Unigram;seyahate;1
Unigram;çıkanlar;1
Unigram;dönüşte;1
Unigram;övünenler;1
Unigram;açıldığı;1
Unigram;yapmak;1
Unigram;fırsatı;1
Unigram;çıkıyordu;1
Unigram;flört;1
Unigram;masalına;1
Unigram;hikâyesi;1
Unigram;hoş;1
Unigram;lüks;1
Unigram;iddiam;1
Unigram;çantamı;1
Unigram;elime;1
Unigram;romanlarda;1
Unigram;okuduğum;1
Unigram;amerikan;1
Unigram;vapura;1
Unigram;binmekti;1
Unigram;teyzelerim;1
Unigram;arzumu;1
Unigram;telâşlı;1
Unigram;çığlıklarla;1
Unigram;karşıladılar;1
Unigram;bekçi;1
Unigram;katmadan;1
Unigram;yola;1
Unigram;çıkmama;1
Unigram;olmadılar;1
Unigram;karanlıkta;1
Unigram;güverteden;1
Unigram;sarkma;1
Unigram;vapur;1
Unigram;merdivenlerinden;1
Unigram;inme;1
Unigram;nasihatlerle;1
Unigram;haysiyetimi;1
Unigram;kırdılar;1
Unigram;sanki;1
Unigram;işliyen;1
Unigram;pabuç;1
Unigram;cesametindeki;1
Unigram;külüstür;1
Unigram;vapurun;1
Unigram;transatlantik;1
Unigram;metre;1
Unigram;merdiveni;1
Unigram;senedir;1
Unigram;büyümüş;1
Unigram;konuşmağa;1
Unigram;kerli;1
Unigram;ferli;1
Unigram;çabucak;1
Unigram;ahbapları;1
Unigram;karıştım;1
Unigram;misafirliğe;1
Unigram;köşke;1
Unigram;bağa;1
Unigram;ediliyorduk;1
Unigram;hafiflik;1
Unigram;yaparsam;1
Unigram;ayıplıyacaklarını;1
Unigram;söyledikleri;1
Unigram;hareketlerime;1
Unigram;kadınlara;1
Unigram;kompliman;1
Unigram;yaparken;1
Unigram;suallerine;1
Unigram;cevaplar;1
Unigram;çalışırken;1
Unigram;misafirlik;1
Unigram;oyunu;1
Unigram;bebeklere;1
Unigram;benzetiyordum;1
Unigram;katılmak;1
Unigram;gururumu;1
Unigram;okşamıyor;1
Unigram;misafirlikler;1
Unigram;eğlendirmekle;1
Unigram;sevdiğim;1
Unigram;zamanlar;1
Unigram;kaldığım;1
Unigram;saatlerdi;1
Unigram;eniştemin;1
Unigram;evi;1
Unigram;üstündeydi;1
Unigram;duvara;1
Unigram;bayırdan;1
Unigram;sahile;1
Unigram;inmemi;1
Unigram;bulmuş;1
Unigram;menetmeğe;1
Unigram;uğraşmıştı;1
Unigram;kumlarda;1
Unigram;yatıyor;1
Unigram;sektiriyor;1
Unigram;sahil;1
Unigram;gidiyorduk;1
Unigram;mevsimde;1
Unigram;sakindi;1
Unigram;neşesizdi;1
Unigram;saatler;1
Unigram;yelken;1
Unigram;duman;1
Unigram;parçası;1
Unigram;görünmezdi;1
Unigram;üstlerine;1
Unigram;sular;1
Unigram;edecek;1
Unigram;genişliyor;1
Unigram;yalnızlaşıyordu;1
Unigram;tehlikeyi;1
Unigram;evvelden;1
Unigram;hissediyor;1
Unigram;sahildeki;1
Unigram;kayaları;1
Unigram;kahkahalarımla;1
Unigram;öttürüyordum;1
Unigram;başımızı;1
Unigram;buruna;1
Unigram;yürümüştük;1
Unigram;maksadımız;1
Unigram;meydana;1
Unigram;getiren;1
Unigram;kayaların;1
Unigram;tarafındaki;1
Unigram;koya;1
Unigram;geçmekti;1
Unigram;kapalıydı;1
Unigram;ayaklarımızı;1
Unigram;girmekten;1
Unigram;hesabıma;1
Unigram;mecburiyete;1
Unigram;sevindim;1
Unigram;iskarpinlerini;1
Unigram;çoraplarını;1
Unigram;çıkartamıyacağımı;1
Unigram;bildiğim;1
Unigram;teklifte;1
Unigram;alayım;1
Unigram;geçireyim;1
Unigram;olmadı;1
Unigram;koskoca;1
Unigram;kaldırırsın;1
Unigram;yaşı;1
Unigram;boyu;1
Unigram;taşımağa;1
Unigram;gücüm;1
Unigram;yetmiyeceğini;1
Unigram;zannediyordu;1
Unigram;yaklaşarak;1
Unigram;bakalım;1
Unigram;kalçalarından;1
Unigram;yakaladığım;1
Unigram;adımlık;1
Unigram;sanmıştı;1
Unigram;çalışarak;1
Unigram;taşırsın;1
Unigram;ayaklarımla;1
Unigram;yürüdüğümü;1
Unigram;çıldıracak;1
Unigram;tüy;1
Unigram;hafifsin;1
Unigram;çırpınacak;1
Unigram;boyluboyumuza;1
Unigram;düşeriz;1
Unigram;ikimize;1
Unigram;durursan;1
Unigram;sapsarı;1
Unigram;söylerse;1
Unigram;muvazenenin;1
Unigram;bozulmasından;1
Unigram;saçlarıma;1
Unigram;sarılıyordu;1
Unigram;uçurumdan;1
Unigram;geçiyormuş;1
Unigram;kucağımda;1
Unigram;kımıldamağa;1
Unigram;edemiyordu;1
Unigram;dönünce;1
Unigram;görelim;1
Unigram;karaya;1
Unigram;sandalın;1
Unigram;yiyecek;1
Unigram;yiyen;1
Unigram;bakmıyor;1
Unigram;korktu;1
Unigram;kıracak;1
Unigram;sıkarak;1
Unigram;fısıldadı;1
Unigram;adam;1
Unigram;yemezler;1
Unigram;vaziyetimiz;1
Unigram;tuhaftı;1
Unigram;dizkapaklarıma;1
Unigram;bacaklarım;1
Unigram;çoraplarımla;1
Unigram;çıkacak;1
Unigram;değildim;1
Unigram;bacaklariyle;1
Unigram;süpürge;1
Unigram;önünden;1
Unigram;kaçan;1
Unigram;örümcek;1
Unigram;hazırlanıyordu;1
Unigram;korkuyu;1
Unigram;kıyıdaki;1
Unigram;yolları;1
Unigram;kapadığını;1
Unigram;saatlerde;1
Unigram;tuttuklarını;1
Unigram;balıkçıların;1
Unigram;yirmişer;1
Unigram;sakallı;1
Unigram;ihtiyardı;1
Unigram;gençler;1
Unigram;utangaç;1
Unigram;görünüyorlardı;1
Unigram;cevaplarını;1
Unigram;çektiği;1
Unigram;sordu;1
Unigram;tüccar;1
Unigram;amcama;1
Unigram;kolumdan;1
Unigram;sürükler;1
Unigram;koştururken;1
Unigram;cezanı;1
Unigram;yaptın;1
Unigram;istanbuldaki;1
Unigram;dilini;1
Unigram;tut;1
Unigram;oraları;1
Unigram;dedikoducu;1
Unigram;yerlerdir;1
Unigram;tembih;1
Unigram;müslüman;1
Unigram;kızı;1
Unigram;bacaklarını;1
Unigram;demesinler;1
Unigram;korkak;1
Unigram;hiçten;1
Unigram;yaptı;1
Unigram;üstleri;1
Unigram;gezerken;1
Unigram;zâbitinin;1
Unigram;dolaştığına;1
Unigram;sözde;1
Unigram;atına;1
Unigram;talimler;1
Unigram;yaptırıyordu;1
Unigram;allahın;1
Unigram;kırından;1
Unigram;gidilecek;1
Unigram;bizim;1
Unigram;gezdiğimiz;1
Unigram;geçerken;1
Unigram;alâka;1
Unigram;neredeyse;1
Unigram;durup;1
Unigram;konuşacak;1
Unigram;atını;1
Unigram;oynatarak;1
Unigram;duvar;1
Unigram;ağaçlar;1
Unigram;kaçırarak;1
Unigram;geçtikten;1
Unigram;öksürdüm;1
Unigram;anlıyalım;1
Unigram;şunu;1
Unigram;eskisi;1
Unigram;değiliz;1
Unigram;beyle;1
Unigram;mükemmel;1
Unigram;yapıyorsunuz;1
Unigram;akran;1
Unigram;tenezzülünde;1
Unigram;bulunsanız;1
Unigram;çıkar;1
Unigram;efendim;1
Unigram;zâbitin;1
Unigram;dolaştığını;1
Unigram;zannediyorsun;1
Unigram;zannetmemek;1
Unigram;olmalı;1
Unigram;defaki;1
Unigram;gülüşte;1
Unigram;ıstırap;1
Unigram;çekti;1
Unigram;yavrucağım;1
Unigram;söylüyorsun;1
Unigram;faltaşı;1
Unigram;görürdüm;1
Unigram;ayırdetmeden;1
Unigram;giderdi;1
Unigram;dönmezdi;1
Unigram;yemekten;1
Unigram;çıkmıştık;1
Unigram;konuşmadan;1
Unigram;yürüyorduk;1
Unigram;derdin;1
Unigram;sesin;1
Unigram;çıkmıyor;1
Unigram;gündüz;1
Unigram;söylediğin;1
Unigram;münasebetsiz;1
Unigram;aklımdan;1
Unigram;çıkaramıyorum;1
Unigram;mahzun;1
Unigram;oluyorum;1
Unigram;şaşırdı;1
Unigram;kopardı;1
Unigram;donuk;1
Unigram;misin;1
Unigram;yanağıma;1
Unigram;fiske;1
Unigram;vurdu;1
Unigram;ortayım;1
Unigram;diyeyim;1
Unigram;kavgayı;1
Unigram;kısa;1
Unigram;keselim;1
Unigram;gelince;1
Unigram;dehşet;1
Unigram;omuzlarına;1
Unigram;öpecek;1
Unigram;burnumu;1
Unigram;sürerek;1
Unigram;orta;1
Unigram;diyelim;1
Unigram;bitsin;1
Unigram;gelmiştik;1
Unigram;yerden;1
Unigram;uydu;1
Unigram;atmasını;1
Unigram;bilmiyordu;1
Unigram;kuvvetsizdi;1
Unigram;benimkilerin;1
Unigram;kaybolduktan;1
Unigram;yakamoz;1
Unigram;parıltısıyle;1
Unigram;yıldızlandırmasına;1
Unigram;mukabil;1
Unigram;onunkiler;1
Unigram;gülünç;1
Unigram;patırdı;1
Unigram;taşlarına;1
Unigram;çarpıyor;1
Unigram;düşüyordu;1
Unigram;gülüyorduk;1
Unigram;ışığından;1
Unigram;sırsıklam;1
Unigram;kıza;1
Unigram;ilhamı;1
Unigram;olmamalıydı;1
Unigram;yaparsınız;1
Unigram;yorularak;1
Unigram;parçasının;1
Unigram;ayaklarının;1
Unigram;çöktüm;1
Unigram;dair;1
Unigram;soruyordu;1
Unigram;vakasını;1
Unigram;anlattım;1
Unigram;olmadan;1
Unigram;masalımdan;1
Unigram;bahse;1
Unigram;sebep;1
Unigram;yaptığım;1
Unigram;gevezelik;1
Unigram;ihtiyacı;1
Unigram;münasebetsizliğimi;1
Unigram;durmak;1
Unigram;istediğim;1
Unigram;tutamıyordum;1
Unigram;anlattığım;1
Unigram;netice;1
Unigram;itibariyle;1
Unigram;arkadaşlarımı;1
Unigram;kurt;1
Unigram;masaliyle;1
Unigram;aldattığımın;1
Unigram;hikâyesiydi;1
Unigram;mahzunlaşıyorsam;1
Unigram;mecburiyet;1
Unigram;hüznün;1
Unigram;aynına;1
Unigram;kaptırıyordum;1
Unigram;perdeleniyor;1
Unigram;bakışlarım;1
Unigram;bulanıyordu;1
